bangla_speech,english_speech,dialect
আমার বাপের প্রতি আমার কিসু দায়িত্ববোধ আসে,I have some sense of responsibility towards my father,Mymensingh
আর বাপের হতি আর কিছু দায়িত্ববোধ আছে,I have some sense of responsibility towards my father,Noakhali
মোর আব্বার প্রতি মোর কিছু দায়দায়িত্ব আছে,I have some sense of responsibility towards my father,Sylhet
মর ঘরের দারআন আহন অই সেম্রির গেরামে ঘর্তে গেসে,The janitor of my house has now gone to visit his village,Barishal 
আই বহুতবার তার হাসে ক্ষমা চাইলাম,I apologized to him many times,Chittagong
আমি অনেক বার হের কাসে ক্ষমা চাইসি,I apologized to him many times,Mymensingh
আই অনেক বার হেতির কাছে ক্ষমা চাইছি,I apologized to him many times,Noakhali
মুই বাক্কা খয়বার তাইর গেছে মাফ চাইছি,I apologized to him many times,Sylhet
"অরা আমনেরে ক্যামনে চায়, অগো মতো হওনের চেষ্টা করবেন","How they want you, try to be like them",Barishal 
আঁর বাসার দারোয়ান এহন ইতার গেরামত বেরাইত গেয়্যে,The janitor of my house has now gone to visit his village,Chittagong
আমার বাড়ির দারওয়ান এহন অর গ্রামে ঘুরতে গেছে,The janitor of my house has now gone to visit his village,Mymensingh
আনগো বাড়ির দারোয়ান হেতের গ্রামের বাড়ি গেচে গুরবার লাই,The janitor of my house has now gone to visit his village,Noakhali
আমার বাসার দারোয়ান এখন তার গ্রামো পাখানিত গেছে,The janitor of my house has now gone to visit his village,Sylhet
মুই খাওনে চুক্কা বেমালা ভালোবাসি,I love sour food,Barishal 
বেয়াক্কুন এক ফোয়ারিত হারাফ নো অয়,All are not bad together,Chittagong
সবাই একলগে খারাপ হয় না,All are not bad together,Mymensingh
বেকে একলগে খারাপ অয় না,All are not bad together,Noakhali
হখলে এখলগে বাদ অইন  না,All are not bad together,Sylhet
তুমি বোঝো না ক্যা?,Why don't you understand?,Barishal 
আই খাবারে টক এব্বারে লোবাসি,I love sour food,Chittagong
আমি খাওনে টক খুব ভালবাসি,I love sour food,Mymensingh
আই খাবারের টক খুব ভালোবাসি ,I love sour food,Noakhali
মুই খানিত টেংগা খুব ভালা ফাই,I love sour food,Sylhet
মুই পড়ালেহায় কাচা,I am raw in studies,Barishal 
তুঁই ন কা বুযো,Why don't you understand?,Chittagong
তুমি বুঝো না কেরে ?,Why don't you understand?,Mymensingh
তুউই বুজো না কিল্লাই,Why don't you understand?,Noakhali
তুমিতাইন বুঝিরায় না কিতার লাগি?,Why don't you understand?,Sylhet
কউররার ত্যাল দিয়া মাছ ভাইজ্জা খামু,Eat fish fried with mustard oil,Barishal 
আঁই ফরাশোনাত কেঁচা,I am raw in studies,Chittagong
আমি পড়াশুনায় কাঁচা,I am raw in studies,Mymensingh
আই হরালেয়ায় কাচা,I am raw in studies,Noakhali
আমি পড়াত বালা নায়,I am raw in studies,Sylhet
এইহগল সমেস্যার সমাধান কোম্মে পামু,Where can I find solutions to these problems?,Barishal 
সিন্দুক ইবা সবসমত তালা দোন তাহে,That chest is always locked,Chittagong
হেই সিন্দুক বেগসময়ে তালা দিয়া আটকানো থাহে,That chest is always locked,Mymensingh
হেই সিন্দুক বেকসময়ে তালা দি আটকানো থায়,That chest is always locked,Noakhali
ওউ সিন্দুক হকল সময় ওউ তালা দিয়া আটকানি থাকে,That chest is always locked,Sylhet
হগলডির লগে কথাবার্তা হইলে,We exchanged pleasantries with everyone,Barishal 
ওনেরা হোন যে জামাই বালোবাসিয়েরে হতা নো হো,You say that the husband does not speak in love,Chittagong
আফনেরা কন যে জামাই ভালোবাসে কথা কয়না,You say that the husband does not speak in love,Mymensingh
আন্নেরা কন যে স্বামী ভালোবাসি কথা কয়না,You say that the husband does not speak in love,Noakhali
