Sentence,English Translation, Labels
ইস্যারে দেখলে মাথা গরম হয়,Seeing this makes my head hot!,Rangpur
এই জায়গাউগ্গা আ্যাকছের জনপ্রিয়,This place is very popular.,Barisal
ঐহানে দাঁড়িয়ে পুরো রামেশ্বরাম শহরটাকে দেখা যাবে,You can see the entire city of Rameswaram from there.,Narail
হ মুই গান শুনতে পছন্দ করোম,"Yes, I like listening to songs.",Rangpur
এইহানে মোরা মোরাই তো,"Here, we are the only ones.",Narail
ততক্ষণ গুইয়াকোনা চাবান,Chew the betel nut until then.,Rangpur
মেলা দিন আগে এক গেরামে এক টুপি বিক্রেতা ছেলো,"The other day in a village, there was a cap seller boy.",Barisal
আগে কবার নন,Don't tell me first.,Rangpur
এইটা খাবার খুব মোজা,This food is very tasty.,Rangpur
এটে মুই রাজি হবার পাংছে না,I do not agree with this.,Rangpur
কদ্দিন হাতে তোক দেখোং না,I haven't seen you in many days,Rangpur
হের চোখদুটিকে ভয়ানক বলা হয়েছে,The eyes of a hare have been called terrifying.,Narail
আমি নতুন কিছু শিক্তি,I’m learning something new.,Khulna
তোমার কি কোনো সাহায্য লাগবে,Do you need any help?,Barisal
হ মুই কোরিয়ান খাবার লাইক করোম,"Yes, I like Korean food.",Rangpur
হামরা একসাথে খেলা খেলাছনো,We used to play together.,Rangpur
মোর বড় বুইন মোরে বেমালা ভালোবাসে,My elder sister loves me very much.,Barisal
তোর লগে দেখা করতে খুব ভালো লাগে আমার,I really enjoy meeting you.,Narail
দয়া করে এখানে দাঁড়াও খাড়াও,Please stand here.,Narail
তুই খালি বইসা বইসা খাইতাছস,You just sit and eat.,Khulna
মোর আইতোত নিন ধরে না,I can’t sleep at night.,Rangpur
গাং এতে ধরতে গেলে তেমন কোনো পানি নেই,almost there is  no water in the river,Narail
আমি এক্ষেত্রে সম্মতি দিতি নে,I don’t agree in this case.,Khulna
তুমি কি খাওয়া দাওয়া শেষ করেছো,Have you finished eating?,Narail
কুলকুইল্লা পোয়া তুমি,Blessed son you are!,Barisal
মোরে কিছুডা সুযোগ দ্যান,Give me a chance.,Barisal
আজ্গী আমি বাইরী জাতী চাই না,I don’t want to go out today.,Khulna
আপনারা শো টা দ্যাখপেন ভাই,You guys should watch the show.,Narail
তুমি কি মোরে সাহায্য হরবা,will you help me,Barisal
কি এত বড় বিশাল ব্যাপার,What a big deal!,Khulna
শিক্ষাগত হস্তক্ষেপের লক্ষ্য অর্জনের ফাঁক বন্ধ করা,Closing the gap in achieving educational intervention goals,Narail
দয়া করি বেশি কথা কুই না,Please don’t talk too much.,Khulna
একটু সোমায় নিয়া হোনেন,Take some time to listen.,Barisal
বাবা বাড়িত নাই,Father is not at home.,Rangpur
তুই মোক কছলু,You are telling me.,Rangpur
এই জ্ঞানী লোকদের স্মৃতি এখনও আমার মনে গেঁথে আছে আজীবন থাকবে,The memories of these wise people are still etched in my mind and will remain forever.,Narail
হৈরানি লাগে তোমার কথায়,Your words are surprising!,Rangpur
আইজগো দিনডা আ্যাকছের গরম,Today is so hot!,Barisal
তোর হাসিডা খুব মিষ্টি,Your smile is very sweet!,Khulna
তোর পছন্দের ফল কি,What is your favorite fruit?,Rangpur
আমাদের বাজারে নতুন দোহান আইছে,A new shop has arrived in our market.,Narail
আম্মের কিছু দরহার আছে,Do you need anything?,Barisal
হায় কি দুঃখ,Alas! What trouble!,Barisal
কজডা ঠিকমতো অরো,Do the work correctly.,Narail
ধারে আও,Come closer.,Barisal
মোগো মধ্যে আ্যাকছের কাইজ্জা হইছে,We have had many quarrels,Barisal
হা বাউ তোক কেনে বা দেখোংকে না,Haven’t seen you around,Rangpur
আমি রাতি তাড়াতাড়ি ঘুমাই,I sleep early at night.,Khulna
কাইল তোর সাথে মুই দেখা করিম,I will see you tomorrow.,Rangpur
এইডা একটু নুন বেশি হইছে,This has a little too much salt!,Khulna
রহিম কামটা গতকাল শেষ করেছিলো কি,Did Rahim finish the job yesterday?,Narail
তুমি কি নতুন বন্দু বানানোর চিষ্টা অরতিছো,Are you trying to make new friends?,Narail
তুই ট্যাহা আনছস,did you brought money,Narail
তোমরা মোরে অনেক কতা মোনে হরাইয়া দেছো,You remind me of many things,Barisal
আমায়গে রংপুর আমায়গে অহংকার,Rangpur is our pride.,Khulna
এট্টু আস্তে কবেন,Speak slowly.,Khulna
